FileName,Sample,Site,Group,IndivNames,Indiv,Type,Gland,Sex,Age,Repro,Peak,RT,Purity,Amount,Area
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P18,12.0972,99%,0.35%,26889720
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P20,13.0337,91%,0.26%,20982685
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P20,13.0319,86%,0.11%,8190136
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P20,13.045,92%,0.30%,14922899
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P21,13.1989,93%,3.72%,202762739
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P21,13.1972,100%,3.45%,253065920
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P21,13.2293,93%,3.25%,161604597
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P21,13.2317,90%,1.49%,90651982
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P21,13.2042,94%,4.68%,407252690
WI4_MI4_LPGsp,WI22,Wild,Group1,MI4_LPG,Grp1_Fem1,Gland,Gsp,Female,Subadult,Non-reproductive,P22,13.416,97%,6.73%,494766976
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P22,13.4262,90%,1.04%,83914832
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P22,13.433,95%,0.94%,68928125
WI3_MI4_LRCsp,WI18,Wild,Group1,MI4_LRC,Grp1_Fem4,Gland,Gsp,Female,Adult,Reproductive,P22,13.4463,92%,0.26%,8952560
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P22,13.4337,86%,2.07%,102997623
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P22,13.4234,85%,1.51%,88253281
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P22,13.4333,77%,0.85%,81141527
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P24,14.2276,75%,0.15%,11972998
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P24,14.2254,87%,0.21%,15448548
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P24,14.2325,92%,0.20%,10032860
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P24,14.2279,87%,0.25%,21729709
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P26,14.4718,78%,0.13%,10736909
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P26,14.488,94%,0.17%,8227422
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P28,14.7129,74%,0.26%,20826204
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P28,14.7351,55%,0.14%,6315512
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P28,14.7193,80%,0.12%,10254472
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P29,14.7878,75%,0.14%,2369933
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P29,14.7955,66%,0.12%,6032216
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P30,14.8665,83%,0.21%,17028257
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P30,14.8753,77%,0.10%,7599869
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P30,14.8732,62%,0.19%,9651074
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P31,14.9131,69%,0.15%,12134884
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P31,14.9201,55%,0.22%,10734296
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P32,15.0176,72%,0.29%,20962245
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P32,15.0134,75%,0.19%,14034859
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P32,15.0288,75%,0.33%,12450823
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P32,15.0214,81%,0.13%,8273599
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P32,15.0077,70%,0.12%,7911367
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P33,15.0966,76%,0.10%,8337455
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P33,15.1052,85%,0.10%,6598108
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P37,15.5012,78%,0.17%,12889330
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P37,15.5103,82%,0.22%,10921254
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P39,15.7722,91%,0.11%,7201466
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P39,15.7628,62%,0.13%,6649473
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P42,16.2894,84%,0.22%,1169492
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P42,16.3216,81%,0.16%,12130207
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P44,17.1543,91%,0.39%,31677554
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P44,17.2387,92%,1.40%,103223467
WI3_MI4_LRCsp,WI18,Wild,Group1,MI4_LRC,Grp1_Fem4,Gland,Gsp,Female,Adult,Reproductive,P44,17.1345,87%,0.01%,299300
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P44,17.1582,88%,0.62%,132004
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P46,17.5987,61%,0.17%,12384452
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P46,17.5927,93%,2.29%,114021508
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P50,19.83,92%,0.33%,16592117
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P51,19.9628,72%,0.11%,3232475
WI4_MI4_LPGsp,WI22,Wild,Group1,MI4_LPG,Grp1_Fem1,Gland,Gsp,Female,Subadult,Non-reproductive,P53,21.4047,95%,11.90%,878528488
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P53,21.4101,95%,19.10%,1516963899
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P53,21.4181,95%,22.30%,1635935828
WI3_MI4_LRCsp,WI18,Wild,Group1,MI4_LRC,Grp1_Fem4,Gland,Gsp,Female,Adult,Reproductive,P53,21.4079,91%,8.73%,259691881
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P53,21.4132,94%,27.90%,1387117513
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P53,21.4072,96%,31.90%,1799995558
WI4_T8_YBSsp,WI27,Wild,Group2,T8_YBS,Grp2_Male2,Gland,Gsp,Male,Adult,Reproductive,P53,21.4185,95%,27.40%,2377528906
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P55,21.6356,87%,0.19%,15628884
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P55,21.6699,87%,0.84%,55585939
WI3_MI4_LRCsp,WI18,Wild,Group1,MI4_LRC,Grp1_Fem4,Gland,Gsp,Female,Adult,Reproductive,P55,21.6338,88%,0.47%,16391378
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P57,22.182,92%,0.11%,9156993
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P57,22.1888,89%,0.55%,42019647
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P57,22.1877,94%,2.44%,121328465
WI2_MI4_LPLsp,WI10,Wild,Group1,MI4_LPL,Grp1_Fem2,Gland,Gsp,Female,Adult,Reproductive,P60,23.3286,90%,0.23%,17680091
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P60,23.3339,91%,0.13%,9361429
WI2_MI4_LPRsp,WI12,Wild,Group1,MI4_LPR,Grp1_Fem3,Gland,Gsp,Female,Adult,Reproductive,P63,23.9248,83%,0.11%,8307875
WI4_T8_BlPYsp,WI25,Wild,Group2,T8_BlPY,Grp2_Fem1,Gland,Gsp,Female,Adult,Reproductive,P65,26.2825,88%,0.49%,24255107
WI4_T8_BlBRsp,WI24,Wild,Group2,T8_BlBR,Grp2_Male1,Gland,Gsp,Male,Adult,Reproductive,P69,33.9743,88%,1.45%,91489766
